,id,title,vote_average,year,month,genre_ids,budget,revenue,runtime,director_id
1372,73,American History X,8.347,1998,7,[18],20000000.0,23900000.0,119,814
1373,8741,The Thin Red Line,7.445,1998,12,"[18, 36, 10752]",52000000.0,98126565.0,171,30715
1374,8916,Antz,6.148,1998,10,"[10751, 16, 12, 35]",60000000.0,171757863.0,83,18863
1375,9631,The Negotiator,7.076,1998,7,"[28, 80, 18, 53]",50000000.0,44547681.0,140,37932
1376,11808,U.S. Marshals,6.502,1998,3,"[53, 80, 28]",60000000.0,102367405.0,131,2523
1377,10216,Species II,5.193,1998,4,"[878, 28, 27]",35000000.0,19200000.0,93,21377
1378,2666,Dark City,7.326,1998,2,"[9648, 878]",27000000.0,27200000.0,112,21085
1379,9313,The Man in the Iron Mask,6.64,1998,3,"[12, 28, 18]",35000000.0,183000000.0,132,2460
1380,8195,Ronin,6.957,1998,9,"[28, 53, 80]",55000000.0,70692101.0,122,13776
1381,944,Lethal Weapon 4,6.588,1998,7,"[28, 12, 35, 80, 53]",140000000.0,285400000.0,127,7187
1382,9464,Buffalo '66,7.1,1998,1,"[18, 10749, 35]",1500000.0,2375097.0,110,22461
1383,104,Run Lola Run,7.304,1998,3,"[28, 18, 53]",1530000.0,7267585.0,81,1071
1384,11003,The Wedding Singer,6.778,1998,2,"[10749, 35]",18000000.0,123306987.0,97,57370
1385,9454,EverAfter,7.4,1998,7,"[18, 10749, 35]",26000000.0,65700000.0,121,17167
1386,1934,Shakespeare in Love,6.9,1998,12,"[10749, 36, 35]",25000000.0,289300000.0,123,18844
1387,9489,You've Got Mail,6.68,1998,12,"[35, 10749]",65000000.0,250800000.0,119,9248
1388,10220,Rounders,7.014,1998,9,"[18, 80]",12000000.0,22900000.0,121,21053
1389,846,The X Files,6.848,1998,6,"[9648, 878, 53]",66000000.0,189198313.0,121,12523
1390,544,There's Something About Mary,6.596,1998,7,"[10749, 35]",23000000.0,369900000.0,119,7395
1391,200,Star Trek: Insurrection,6.4,1998,12,"[878, 28, 12, 53]",70000000.0,118000000.0,102,2388
1392,8697,Who Am I?,7.091,1998,1,"[12, 28, 35, 53]",34000000.0,65850000.0,120,18897
1393,617,Wild Things,6.363,1998,3,"[9648, 53, 18]",20000000.0,67200000.0,108,9200
1394,1878,Fear and Loathing in Las Vegas,7.214,1998,5,"[12, 18, 35]",18500000.0,10700000.0,118,280
1395,9429,A Night at the Roxbury,6.555,1998,10,"[35, 10749, 10402]",17000000.0,30331165.0,81,58316
1396,10353,The Visitors II: The Corridors of Time,6.039,1998,2,"[35, 14]",23030000.0,66000000.0,118,64909
1397,13151,Scooby-Doo on Zombie Island,7.66,1998,9,"[16, 9648, 10751, 27]",34000000.0,65850000.0,77,88623
1398,795,City of Angels,6.781,1998,4,"[10749, 18, 14]",55000000.0,198685114.0,114,11887
1399,10215,Sliding Doors,6.56,1998,4,"[35, 18, 14, 10749]",6000000.0,58809149.0,99,1230252
1400,10663,The Waterboy,6.061,1998,11,[35],23000000.0,185991646.0,90,57370
1401,9411,Fallen,6.8,1998,1,"[80, 18, 53]",46000000.0,25232289.0,124,17812
1402,14533,Gia,7.124,1998,1,"[10749, 18]",34000000.0,65850000.0,120,21136
1403,6068,Six Days Seven Nights,6.058,1998,6,"[35, 28, 12, 10749]",70000000.0,164839294.0,98,8858
1404,2330,Taxi,6.697,1998,4,"[35, 28, 80, 12]",8700000.0,44500000.0,86,23945
1405,10312,Patch Adams,7.308,1998,12,"[35, 18]",50000000.0,202292902.0,115,4499
1406,1965,A Perfect Murder,6.515,1998,6,"[80, 53, 18]",60000000.0,128038368.0,107,12989
1407,11675,Halloween H20: 20 Years Later,6.031,1998,8,"[27, 53]",17000000.0,75000000.0,86,58712
1408,11252,Psycho,5.125,1998,12,"[9648, 53, 27]",60000000.0,37100000.0,103,5216
1409,8838,Mercury Rising,6.261,1998,4,"[28, 80, 18, 53]",60000000.0,93100000.0,111,23213
1410,3050,Doctor Dolittle,5.7,1998,6,"[35, 10751, 14]",71000000.0,294500000.0,85,31024
1411,6435,Practical Magic,6.8,1998,10,"[10749, 35, 14]",75000000.0,46733235.0,104,2171
1412,2157,Lost in Space,5.399,1998,4,"[878, 12]",80000000.0,136159423.0,130,2042
1413,9798,Enemy of the State,7.028,1998,11,"[28, 18, 53]",90000000.0,250649836.0,132,893
1414,9276,The Faculty,6.525,1998,12,"[27, 878, 9648]",15000000.0,40283321.0,104,2294
1415,9320,The Avengers,4.4,1998,8,"[28, 12, 53, 878]",60000000.0,48600000.0,89,34682
1416,9457,Deep Rising,6.165,1998,1,"[12, 28, 27, 878]",45000000.0,11203026.0,106,7775
1417,18937,Quest for Camelot,6.841,1998,5,"[14, 16, 18, 10749, 10751]",40000000.0,38200000.0,86,50582
1418,9877,Urban Legend,5.7,1998,9,"[27, 9648]",14000000.0,72527595.0,100,59958
1419,9447,Babe: Pig in the City,5.6,1998,11,"[10751, 12, 35, 18]",90000000.0,69100000.0,92,20629
1420,14444,The Rugrats Movie,6.138,1998,11,"[10751, 16, 35, 12]",30000000.0,100491683.0,79,86439
1421,3600,I Still Know What You Did Last Summer,5.339,1998,11,"[27, 9648, 53]",65000000.0,40002112.0,100,33279
1422,2671,Ring,7.0,1998,1,"[27, 53]",1200000.0,19400000.0,96,26875
1423,11568,Blues Brothers 2000,5.311,1998,2,"[10402, 28, 35, 80]",28000000.0,14100000.0,123,4610
1424,4518,Elizabeth,7.174,1998,9,"[18, 36]",30000000.0,82150642.0,124,37630
1425,11258,Hard Rain,5.805,1998,1,"[53, 80, 28]",70000000.0,19900000.0,97,30149
1426,12159,What Dreams May Come,7.197,1998,10,"[18, 14, 10749]",85000000.0,71485043.0,113,9198
1427,4415,Les Misérables,7.2,1998,5,"[80, 18, 36, 10749]",14000000.0,14096321.0,134,19684
1428,9441,Stepmom,7.1,1998,12,"[18, 10749, 35]",50000000.0,159710793.0,125,10965
1429,13761,Pocahontas II: Journey to a New World,5.464,1998,8,"[10751, 12, 16, 10749]",34000000.0,65850000.0,72,69416
1430,14013,BASEketball,6.086,1998,7,[35],25000000.0,7027290.0,103,12987
1431,9882,The Siege,6.285,1998,11,"[18, 28, 53, 80]",70000000.0,116700000.0,116,9181
1432,1389,Out of Sight,6.7,1998,6,"[10749, 35, 80]",48000000.0,77745966.0,123,1884
1433,9425,Soldier,6.408,1998,10,"[878, 28, 18, 14]",75000000.0,14594226.0,99,4014
1434,10153,Sphere,6.103,1998,2,"[878, 9648, 53, 27]",80000000.0,37020277.0,134,8246
1435,11545,Rushmore,7.411,1998,12,"[35, 18]",9000000.0,17096053.0,93,5655
1436,9490,Half Baked,6.3,1998,1,"[35, 80]",8000000.0,17460020.0,82,57691
1437,547,The Horse Whisperer,6.9,1998,2,"[12, 18, 10749]",60000000.0,186883563.0,170,4135
1438,8688,Snake Eyes,6.161,1998,8,"[53, 80, 9648, 18]",73000000.0,103900000.0,98,1150
1439,10376,The Legend of 1900,8.265,1998,10,"[18, 10402]",9000000.0,21057208.0,170,65314
1440,9945,Vampires,6.309,1998,10,"[28, 14, 27]",20000000.0,20308772.0,108,11770
1441,9410,Great Expectations,6.6,1998,1,"[35, 18, 10749]",25000000.0,55494066.0,111,11218
1442,10223,A Simple Plan,7.168,1998,12,"[80, 18, 53]",17000000.0,16316273.0,121,7623
1443,21348,Kirikou and the Sorceress,7.318,1998,12,"[14, 12, 16, 10751]",4495000.0,65850000.0,71,87429
1444,473,Pi,7.117,1998,7,"[9648, 18, 53]",60000.0,3300000.0,84,6431
1445,9745,Jack Frost,5.991,1998,11,"[35, 10751, 18, 14]",27000000.0,34562925.0,101,58868
1446,452,The Idiots,6.4,1998,4,"[18, 35]",2500000.0,7200.0,114,42
1447,666,Central Station,8.2,1998,11,[18],2900000.0,5596708.0,110,8574
1448,2657,Pleasantville,7.247,1998,9,"[14, 35, 18]",60000000.0,49800000.0,124,23964
1449,9822,Mighty Joe Young,6.217,1998,12,"[12, 10751, 28, 14]",90000000.0,50632037.0,114,33485
1450,9469,He Got Game,6.752,1998,5,[18],25000000.0,21567853.0,136,5281
1451,9445,Apt Pupil,6.5,1998,10,"[18, 53]",14000000.0,8863193.0,107,9032
1452,100,"Lock, Stock and Two Smoking Barrels",8.123,1998,8,"[35, 80]",1350000.0,28356188.0,105,956
1453,3513,Legionnaire,5.707,1998,12,"[28, 10752, 12, 36]",20000000.0,65850000.0,98,16589
1454,10029,Very Bad Things,6.275,1998,9,"[35, 80, 53]",30000000.0,9898412.0,100,36602
1455,1075,"Black Cat, White Cat",7.693,1998,6,"[35, 10749, 80]",34000000.0,65850000.0,127,15254
1456,10683,Happiness,7.474,1998,10,"[35, 18]",3000000.0,2800000.0,139,66605
1457,9421,The Dinner Game,7.789,1998,4,[35],12500000.0,78599508.0,80,38507
1458,49992,Lucky and Zorba,7.675,1998,12,"[10751, 16]",34000000.0,65850000.0,75,147001
1459,309,The Celebration,7.7,1998,6,[18],1300000.0,1657778.0,105,4453
1460,38396,That's Life,7.477,1998,12,[35],34000000.0,65850000.0,108,120018
1461,550,Fight Club,8.4,1999,10,[18],63000000.0,100853753.0,139,7467
1462,564,The Mummy,6.921,1999,4,"[12, 28, 14]",80000000.0,415885488.0,124,7775
1463,863,Toy Story 2,7.592,1999,10,"[16, 35, 10751]",90000000.0,497400000.0,92,7879
1464,37135,Tarzan,7.407,1999,6,"[10751, 12, 16, 18]",130000000.0,448200000.0,88,15775
1465,603,The Matrix,8.214,1999,3,"[28, 878]",63000000.0,463517383.0,136,9339
1466,497,The Green Mile,8.508,1999,12,"[14, 18, 80]",60000000.0,286801374.0,189,4027
1467,2105,American Pie,6.581,1999,7,"[35, 10749]",11000000.0,235500000.0,95,3289
1468,9473,"South Park: Bigger, Longer & Uncut",7.262,1999,6,"[16, 35]",21000000.0,83100000.0,81,34517
1469,10386,The Iron Giant,7.933,1999,8,"[10751, 16, 878, 12]",50000000.0,23300000.0,86,7087
1470,2112,Payback,6.847,1999,2,"[28, 18, 80]",90000000.0,161626121.0,100,4723
1471,345,Eyes Wide Shut,7.484,1999,7,"[18, 53, 9648]",65000000.0,162100000.0,159,240
1472,10137,Stuart Little,6.056,1999,12,"[10751, 14, 35, 12]",133000000.0,300100000.0,84,18898
1473,14,American Beauty,8.019,1999,9,[18],15000000.0,356296601.0,122,39
1474,2668,Sleepy Hollow,7.171,1999,11,"[18, 14, 53, 9648, 27]",100000000.0,206100000.0,105,510
1475,1893,Star Wars: Episode I - The Phantom Menace,6.541,1999,5,"[12, 28, 878]",115000000.0,924317558.0,136,1
1476,2667,The Blair Witch Project,6.333,1999,7,"[27, 9648]",60000.0,248639099.0,81,26849
1477,1542,Office Space,7.385,1999,2,[35],10000000.0,12800000.0,90,17403
1478,913,The Thomas Crown Affair,6.74,1999,8,"[18, 80, 10749]",48000000.0,124300000.0,113,1090
1479,4951,10 Things I Hate About You,7.585,1999,3,"[35, 10749, 18]",16000000.0,53478166.0,97,40243
1480,509,Notting Hill,7.3,1999,5,"[10749, 35]",42000000.0,363889678.0,124,7017
1481,817,Austin Powers: The Spy Who Shagged Me,6.285,1999,6,"[12, 35, 80, 878]",33000000.0,312016928.0,95,6737
1482,11618,The Haunting,5.433,1999,7,"[27, 53, 14, 9648]",80000000.0,177300000.0,113,2209
1483,10402,Deuce Bigalow: Male Gigolo,5.974,1999,12,[35],17000000.0,65500000.0,88,64151
1484,1443,The Virgin Suicides,7.1,1999,5,"[18, 10749]",6000000.0,10409377.0,97,1769
1485,745,The Sixth Sense,7.952,1999,8,"[9648, 53, 18]",40000000.0,672800000.0,107,11614
1486,12599,Pokémon the Movie 2000,6.681,1999,7,"[12, 14, 16, 878, 10751]",30000000.0,163700000.0,84,65429
1487,10314,She's All That,6.323,1999,1,"[35, 10749]",10000000.0,103166989.0,95,64815
1488,9032,Big Daddy,6.467,1999,6,"[35, 18]",34200000.0,234801895.0,93,17494
1489,8487,Wild Wild West,5.326,1999,6,"[28, 12, 35, 878, 37]",170000000.0,222104681.0,106,5174
1490,10398,Double Jeopardy,6.6,1999,9,"[18, 53, 9648]",70000000.0,177841558.0,105,5696
1491,796,Cruel Intentions,6.797,1999,3,"[18, 10749]",10500000.0,76347426.0,98,11873
1492,926,Galaxy Quest,7.068,1999,12,"[35, 878, 12]",45000000.0,90683916.0,101,15002
1493,3558,"Girl, Interrupted",7.547,1999,12,[18],40000000.0,48350205.0,127,366
1494,334,Magnolia,7.734,1999,12,[18],37000000.0,48500000.0,189,4762
1495,4816,Ghost Dog: The Way of the Samurai,7.3,1999,10,"[80, 18]",2000000.0,9392768.0,116,4429
1496,6522,Life,6.643,1999,4,"[35, 80]",80000000.0,73500000.0,108,34849
1497,10047,The Messenger: The Story of Joan of Arc,6.377,1999,10,"[12, 18, 28, 36, 10752]",85000000.0,66976317.0,158,59
1498,622,The Ninth Gate,6.468,1999,8,"[9648, 53, 27]",38000000.0,58401898.0,133,3556
1499,36643,The World Is Not Enough,6.267,1999,11,"[12, 28, 53]",135000000.0,361832400.0,128,10781
1500,11001,Blue Streak,6.5,1999,9,"[28, 35, 80]",65000000.0,117758500.0,93,56911
1501,2277,Bicentennial Man,7.2,1999,12,"[878, 18]",100000000.0,87423861.0,131,10965
1502,8224,8MM,6.431,1999,2,"[53, 80, 9648]",40000000.0,96618699.0,123,5572
1503,9946,End of Days,6.065,1999,11,"[28, 27, 14]",100000000.0,212000000.0,121,37710
1504,1090,The Thirteenth Floor,7.033,1999,4,"[53, 878, 9648]",16000000.0,18600000.0,101,15361
1505,9481,The Bone Collector,6.789,1999,11,"[18, 9648, 53, 80]",73000000.0,151493655.0,118,13015
1506,11355,Never Been Kissed,6.174,1999,4,"[10749, 35, 18]",25000000.0,84565230.0,107,1215
1507,8914,Deep Blue Sea,5.974,1999,7,"[28, 27, 878]",60000000.0,164700000.0,105,16938
1508,6415,Three Kings,6.665,1999,9,"[28, 35, 10752]",75000000.0,108000000.0,114,17883
1509,8374,The Boondock Saints,7.256,1999,1,"[28, 53, 80]",6000000.0,50000000.0,108,54795
1510,11353,Bowfinger,6.176,1999,8,[35],55000000.0,98625775.0,97,7908
1511,10366,Universal Soldier: The Return,5.908,1999,8,"[28, 878]",33500000.0,10700000.0,82,18889
1512,12117,Instinct,6.4,1999,6,"[18, 53]",80000000.0,34105207.0,124,12962
1513,9564,Asterix & Obelix Take on Caesar,6.009,1999,2,"[10751, 12, 35, 14]",43500000.0,1644060.0,109,11201
1514,9825,Lake Placid,5.891,1999,7,"[27, 35, 28, 878, 53]",27000000.0,56870414.0,82,58712
1515,9451,Election,6.851,1999,4,"[35, 10749, 18, 9648]",25000000.0,14902041.0,103,13235
1516,11601,Stir of Echoes,6.678,1999,9,"[27, 9648, 53]",12000000.0,21100000.0,99,508
1517,1715,The Cider House Rules,7.023,1999,12,[18],24000000.0,88500000.0,126,5306
1518,1213,The Talented Mr. Ripley,7.185,1999,12,"[53, 80, 18]",40000000.0,128798265.0,139,2239
1519,9824,Mystery Men,5.827,1999,8,"[12, 14, 28, 35, 878]",68000000.0,29762011.0,121,59646
1520,11075,Audition,7.121,1999,10,"[27, 18]",250000.0,359853.0,115,17282
1521,49948,Fantasia 2000,6.993,1999,12,"[16, 10751, 10402]",80000000.0,60655420.0,74,5690
1522,11622,Blast from the Past,6.751,1999,2,"[18, 10749, 35]",35000000.0,40263020.0,112,28904
1523,1844,Entrapment,6.222,1999,4,"[10749, 18, 9648]",66000000.0,212400000.0,112,15148
1524,4806,Runaway Bride,6.088,1999,7,"[35, 10749]",70000000.0,309500000.0,116,1201
1525,1911,The 13th Warrior,6.664,1999,8,"[12, 36, 28]",120000000.0,61698899.0,102,1090
1526,10207,Message in a Bottle,6.2,1999,2,"[10749, 18]",80000000.0,118880016.0,131,46085
1527,10307,Stigmata,6.279,1999,9,"[27, 53, 14]",29000000.0,50041732.0,103,11809
1528,1946,eXistenZ,6.813,1999,4,"[28, 53, 878]",15000000.0,2856712.0,97,224
1529,10354,True Crime,6.535,1999,3,"[18, 80, 53, 9648]",55000000.0,16700000.0,127,190
1530,9535,Analyze This,6.488,1999,3,"[35, 80]",80000000.0,176885658.0,103,1524
1531,2275,The General's Daughter,6.4,1999,6,"[53, 9648, 80]",60000000.0,149700000.0,116,12786
1532,10400,The Hurricane,7.423,1999,9,[18],50000000.0,73956241.0,146,13563
1533,332,Inspector Gadget,4.459,1999,7,"[28, 12, 35, 10751]",75000000.0,134400000.0,78,4759
1534,18892,Jawbreaker,6.3,1999,1,"[35, 80]",3000000.0,3100000.0,87,239418
1535,9008,The Insider,7.5,1999,10,"[18, 53]",90000000.0,60300000.0,158,638
1536,404,The Straight Story,7.726,1999,10,[18],10000000.0,6200000.0,112,5602
1537,9563,Any Given Sunday,6.8,1999,12,[18],55000000.0,100230832.0,162,1152
1538,13466,October Sky,7.6,1999,2,"[18, 10751]",25000000.0,34698685.0,108,4945
1539,1073,Arlington Road,7.0,1999,3,"[80, 18, 53, 9648]",31000000.0,41100000.0,117,11676
1540,1850,Man on the Moon,7.267,1999,12,"[35, 18]",82000000.0,47434430.0,118,3974
1541,15400,Mickey's Once Upon a Christmas,7.1,1999,10,"[16, 10751, 35]",43500000.0,73956241.0,66,69416
1542,492,Being John Malkovich,7.419,1999,10,"[35, 18, 14]",13000000.0,22863596.0,113,5953
1543,9423,Virus,5.388,1999,1,"[27, 28, 878]",75000000.0,30700000.0,99,58338
1544,11660,Following,7.1,1999,4,"[18, 53]",6000.0,48482.0,69,525
1545,99,All About My Mother,7.653,1999,4,"[35, 18]",8272296.0,67872296.0,101,309
1546,11377,House on Haunted Hill,5.595,1999,10,[27],37000000.0,40846082.0,93,57898
1547,1832,Dogma,6.915,1999,11,"[14, 35, 12]",10000000.0,31429330.0,130,19303
1548,8649,Bringing Out the Dead,6.6,1999,10,"[18, 53]",32000000.0,16800000.0,121,1032
1549,2900,The Astronaut's Wife,5.584,1999,8,"[18, 878, 53]",75000000.0,19598588.0,109,29524
1550,11374,Edtv,5.957,1999,3,[35],80000000.0,35242897.0,122,6159
1551,226,Boys Don't Cry,7.434,1999,9,"[80, 18]",2000000.0,11540607.0,118,2836
1552,9430,Go,6.934,1999,4,"[80, 35, 53]",6500000.0,28451622.0,98,11694
1553,10154,Mickey Blue Eyes,5.672,1999,8,"[35, 80, 10749]",75000000.0,54264342.0,102,64030
1554,1439,Anna and the King,6.758,1999,12,"[18, 10749, 36]",75000000.0,113996937.0,148,17167
1555,6552,Idle Hands,6.2,1999,4,"[35, 27, 14]",25000000.0,4152230.0,92,50719
1556,10212,Ravenous,6.781,1999,1,"[12, 27, 37, 35]",12000000.0,2000000.0,101,42617
1557,11688,The Emperor's New Groove,7.558,2000,12,"[12, 16, 35, 10751, 14]",100000000.0,169327687.0,78,61411
1558,98,Gladiator,8.216,2000,5,"[28, 18, 12]",103000000.0,465361176.0,155,578
1559,7443,Chicken Run,6.8,2000,6,"[16, 35, 10751]",45000000.0,224834564.0,84,7314
1560,1359,American Psycho,7.404,2000,4,"[53, 18, 80]",7000000.0,34300000.0,102,16378
1561,4247,Scary Movie,6.352,2000,7,[35],19000000.0,278000000.0,88,35689
1562,8871,How the Grinch Stole Christmas,6.77,2000,11,"[10751, 35, 14]",123000000.0,345800000.0,104,6159
1563,2024,The Patriot,7.177,2000,6,"[18, 36, 10752, 28]",110000000.0,215294342.0,165,6046
1564,9532,Final Destination,6.594,2000,3,[27],23000000.0,112900000.0,98,57134
1565,107,Snatch,7.808,2000,9,"[80, 35]",10000000.0,83600000.0,103,956
1566,10567,Dinosaur,6.525,2000,5,"[10751, 16, 12]",127500000.0,354248063.0,82,65855
1567,8358,Cast Away,7.664,2000,12,"[12, 18]",90000000.0,429632142.0,143,24
1568,10501,The Road to El Dorado,7.3,2000,3,"[10751, 12, 16, 35, 14]",95000000.0,76400000.0,89,65629
1569,4234,Scream 3,5.992,2000,2,"[27, 9648]",40000000.0,161800000.0,117,5140
1570,15999,Vampire Hunter D: Bloodlust,7.535,2000,8,"[16, 14, 27, 28]",40650000.0,151086.0,103,56339
1571,9741,Unbreakable,7.139,2000,11,"[53, 18, 9648]",75000000.0,248100000.0,106,11614
1572,2133,The Perfect Storm,6.456,2000,6,"[28, 12, 18, 53]",130000000.0,325800000.0,130,5231
1573,4327,Charlie's Angels,5.8,2000,11,"[28, 12, 35, 80, 53]",92000000.0,264100000.0,98,36425
1574,77,Memento,8.187,2000,10,"[9648, 53]",9000000.0,40000000.0,113,525
1575,9285,Road Trip,6.2,2000,5,"[35, 12]",16000000.0,119800000.0,93,57130
1576,843,In the Mood for Love,8.11,2000,9,"[18, 10749]",150000.0,14204632.0,99,12453
1577,955,Mission: Impossible II,6.1,2000,5,"[12, 28, 53]",125000000.0,546400000.0,123,11401
1578,9600,Big Momma's House,5.8,2000,5,"[80, 35]",30000000.0,174000000.0,98,1215
1579,9679,Gone in Sixty Seconds,6.423,2000,6,"[28, 80, 53]",90000000.0,237200000.0,118,58498
1580,10867,Malena,7.425,2000,3,[18],40650000.0,14493284.0,109,65314
1581,3981,What Women Want,6.45,2000,12,"[35, 10749]",70000000.0,374100000.0,127,17698
1582,2332,Taxi 2,6.244,2000,3,"[28, 35]",10500000.0,64400000.0,82,21647
1583,4244,The Kid,6.641,2000,7,"[14, 35, 10751]",65000000.0,110317580.0,104,12962
1584,11978,Men of Honor,7.477,2000,9,[18],32000000.0,82300000.0,129,66121
1585,2085,Romeo Must Die,6.244,2000,3,"[28, 80, 53]",25000000.0,91036760.0,115,10765
1586,10559,Frequency,7.238,2000,4,"[878, 53]",31000000.0,68106245.0,118,17812
1587,1597,Meet the Parents,6.68,2000,10,"[35, 10749]",55000000.0,330444045.0,108,6737
1588,9383,Hollow Man,5.939,2000,8,"[28, 878, 53]",95000000.0,190213455.0,112,10491
1589,462,Erin Brockovich,7.432,2000,3,[18],52000000.0,256271286.0,131,1884
1590,16366,Joseph: King of Dreams,6.811,2000,11,"[10751, 16, 14]",40650000.0,71900000.0,74,80698
1591,10471,Next Friday,6.414,2000,1,[35],11000000.0,59800000.0,98,52112
1592,10991,Pokémon 3: The Movie,6.51,2000,7,"[12, 14, 16, 28, 10751]",16000000.0,68400000.0,74,65429
1593,243,High Fidelity,7.138,2000,3,"[18, 35, 10749, 10402]",30000000.0,47100000.0,113,3224
1594,12107,Nutty Professor II: The Klumps,4.985,2000,7,"[14, 35, 10749, 878]",84000000.0,123307945.0,106,13426
1595,9678,Little Nicky,5.868,2000,11,"[35, 14]",85000000.0,58292295.0,90,32593
1596,2123,"Me, Myself & Irene",6.599,2000,6,[35],51000000.0,149270999.0,116,7395
1597,1493,Miss Congeniality,6.524,2000,12,"[35, 80, 28]",45000000.0,212000000.0,111,18281
1598,134,"O Brother, Where Art Thou?",7.332,2000,8,"[12, 35, 80]",26000000.0,71900000.0,107,1223
1599,11849,Dungeons & Dragons,4.34,2000,12,"[18, 12, 14]",35000000.0,15185241.0,107,61921
1600,10637,Remember the Titans,7.625,2000,9,[18],30000000.0,136700000.0,113,52358
1601,786,Almost Famous,7.51,2000,9,"[18, 10402]",60000000.0,47386287.0,124,11649
1602,10647,Pay It Forward,7.316,2000,10,[18],40000000.0,55707411.0,122,51984
1603,3536,U-571,6.459,2000,4,"[10752, 28, 12]",62000000.0,127700000.0,116,7213
1604,5994,The Family Man,6.799,2000,12,"[35, 18, 10749, 14]",60000000.0,124700000.0,125,11091
1605,71,Billy Elliot,7.6,2000,9,"[18, 35, 10402]",5000000.0,109280263.0,110,468
1606,6282,Coyote Ugly,6.256,2000,7,"[35, 18, 10402, 10749]",45000000.0,113900000.0,100,48980
1607,1636,Bedazzled,6.046,2000,10,"[14, 35, 10749]",48000000.0,90383208.0,93,1524
1608,10577,Dracula 2000,5.248,2000,12,"[53, 27, 28, 14]",28000000.0,47053625.0,98,27226
1609,11678,Vertical Limit,6.005,2000,12,"[12, 28, 53]",75000000.0,215663859.0,124,10702
1610,10461,Get Carter,5.2,2000,10,"[28, 18, 53, 80]",63600000.0,19412993.0,102,56435
1611,10481,102 Dalmatians,5.481,2000,10,"[10751, 35]",85000000.0,183611771.0,100,15775
1612,641,Requiem for a Dream,8.021,2000,10,"[80, 18]",4500000.0,7400000.0,102,6431
1613,11531,Book of Shadows: Blair Witch 2,4.259,2000,10,"[9648, 53, 27]",15000000.0,47737094.0,90,69237
1614,392,Chocolat,6.968,2000,12,"[35, 18, 10749]",25000000.0,152500000.0,121,5306
1615,10876,Quills,7.121,2000,11,[18],13500000.0,7060876.0,124,648
1616,2655,What Lies Beneath,6.411,2000,7,"[18, 27, 9648, 53]",100000000.0,291400000.0,130,24
1617,479,Shaft,6.004,2000,6,"[28, 12, 80, 53]",46000000.0,107626125.0,99,6482
1618,15653,An Extremely Goofy Movie,6.372,2000,2,"[16, 10751, 35]",40650000.0,71900000.0,79,147702
1619,10468,28 Days,6.126,2000,4,"[35, 18]",43000000.0,62198945.0,103,31024
1620,8452,The 6th Day,5.967,2000,11,"[878, 28, 9648, 18]",82000000.0,96085477.0,123,1724
1621,2069,The Whole Nine Yards,6.449,2000,2,"[35, 80]",41300000.0,106371651.0,98,21217
1622,2067,Mission to Mars,6.0,2000,3,"[878, 12, 9648]",90000000.0,60900000.0,114,1150
1623,1900,Traffic,7.048,2000,12,"[53, 18, 80]",48000000.0,207500000.0,147,1884
1624,889,The Flintstones in Viva Rock Vegas,4.8,2000,4,"[35, 10751, 10749]",83000000.0,59468275.0,90,13581
1625,55,Amores Perros,7.63,2000,6,"[18, 53]",2000000.0,20908467.0,154,223
1626,10687,Tigerland,6.611,2000,10,"[18, 10752]",10000000.0,148701.0,101,5572
1627,3176,Battle Royale,7.28,2000,12,"[18, 53, 28]",4500000.0,30600000.0,122,31074
1628,5491,Battlefield Earth,3.222,2000,5,"[878, 28, 12]",44000000.0,29725663.0,117,5058
1629,9871,Ginger Snaps,6.8,2000,12,"[14, 27]",5000000.0,2554.0,108,43
1630,10479,Rules of Engagement,6.236,2000,4,"[10752, 18]",60000000.0,71000000.0,128,15175
1631,8859,"Dude, Where's My Car?",5.559,2000,12,"[35, 10749]",13000000.0,73180723.0,83,56591
1632,146,"Crouching Tiger, Hidden Dragon",7.42,2000,7,"[12, 18, 28, 10749]",17000000.0,213525736.0,120,1614
1633,18079,Nine Queens,7.777,2000,8,"[80, 53, 18]",1300000.0,12413888.0,114,74907
1634,8843,The Cell,6.275,2000,8,"[27, 878, 53]",33000000.0,104155843.0,107,56512
1635,7450,Titan A.E.,6.56,2000,6,"[16, 28, 878, 10751, 12]",75000000.0,36754634.0,94,12881
1636,8584,Shanghai Noon,6.418,2000,5,"[12, 28, 35, 37]",55000000.0,99300000.0,110,46076
1637,16234,Batman Beyond: Return of the Joker,7.3,2000,12,"[16, 10751, 28, 878]",40650000.0,71900000.0,76,34920
1638,10564,Where the Heart Is,7.1,2000,4,"[35, 18, 10749]",15000000.0,33800000.0,120,34481
1639,15655,The Tigger Movie,6.528,2000,2,"[10751, 16, 35]",30000000.0,45554533.0,77,93301
1640,1907,The Beach,6.466,2000,2,"[18, 12, 10749, 53]",40000000.0,144100000.0,119,2034
1641,2046,The Gift,6.417,2000,3,"[27, 18, 53, 9648]",10000000.0,12008642.0,112,7623
1642,10393,The Replacements,6.635,2000,8,[35],50000000.0,50054511.0,118,26502
1643,11973,Thirteen Days,6.999,2000,12,"[36, 53]",80000000.0,34566746.0,145,21370
1644,711,Finding Forrester,7.11,2000,12,[18],43000000.0,80100000.0,136,5216
1645,5551,Space Cowboys,6.383,2000,8,"[28, 12, 53]",65000000.0,128900000.0,130,190
1646,14181,Boiler Room,6.748,2000,2,"[80, 18, 53]",7000000.0,28780255.0,118,24294
