,id,title,vote_average,year,month,genre_ids,budget,revenue,runtime,director_id,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science_Fiction,Thriller,War,Western
787,2469,Tie Me Up! Tie Me Down!,6.868,1990,1,"[35, 10749, 18]",,3125224.0,102,309,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
788,10837,DuckTales: The Movie - Treasure of the Lost Lamp,6.749,1990,8,"[12, 16, 10751, 35, 14]",,18115724.0,74,67056,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
789,9768,Cry-Baby,6.554,1990,4,"[35, 10749]",11000000.0,8266343.0,85,10367,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
790,17466,Death Warrant,6.225,1990,9,"[28, 80, 53]",4000000.0,16853487.0,89,45645,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
791,379,Miller's Crossing,7.457,1990,9,"[18, 53, 80]",14000000.0,5080409.0,115,1223,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
792,2291,Jacob's Ladder,7.356,1990,11,"[18, 9648, 27]",25000000.0,26118851.0,113,7270,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
793,11595,Another 48 Hrs.,5.986,1990,6,"[53, 28, 35, 80, 18]",38000000.0,153518974.0,95,1723,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
794,9356,Look Who's Talking Too,5.5,1990,12,"[10749, 35]",12000000.0,120900000.0,81,57434,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
795,6723,The Rookie,5.867,1990,12,"[28, 80, 18, 53]",10000000.0,21600000.0,120,190,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
796,483,Wild at Heart,7.035,1990,8,"[80, 53, 10749]",9500000.0,14600000.0,125,5602,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
797,9558,King of New York,6.724,1990,7,"[53, 80]",5300000.0,2554712.0,103,39104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
798,9086,Young Guns II,6.5,1990,8,"[37, 12]",20000000.0,59000000.0,104,32277,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
799,11092,Presumed Innocent,6.787,1990,7,"[9648, 80, 53]",22000000.0,221303188.0,127,6349,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
800,19185,Night of the Living Dead,6.854,1990,10,[27],4200000.0,5835247.0,88,11161,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
801,1727,Bird on a Wire,6.194,1990,5,"[28, 12, 35, 10749]",20000000.0,138700000.0,110,12840,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
802,8592,Dick Tracy,6.1,1990,4,"[12, 35, 80]",47000000.0,103738726.0,105,6449,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
803,11856,Air America,5.807,1990,8,"[28, 12, 35, 18]",35000000.0,57700000.0,112,1724,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
804,11673,Cyrano de Bergerac,7.345,1990,3,"[18, 35, 36, 10749]",,5822041.0,137,25950,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
805,6488,Arachnophobia,6.375,1990,7,"[35, 27]",31000000.0,53200000.0,109,664,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
806,11135,The Rescuers Down Under,6.6,1990,11,"[16, 12, 10751, 14]",38000000.0,47400000.0,77,65530,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
807,771,Home Alone,7.428,1990,11,"[35, 10751]",18000000.0,476684675.0,103,10965,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
808,280,Terminator 2: Judgment Day,8.111,1991,7,"[28, 53, 878]",102000000.0,520000000.0,137,2710,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
809,10020,Beauty and the Beast,7.737,1991,10,"[10749, 10751, 16, 14]",25000000.0,424967620.0,84,62047,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
810,1541,Thelma & Louise,7.582,1991,5,"[18, 53, 80, 12]",16000000.0,45361000.0,130,578,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
811,2907,The Addams Family,7.045,1991,11,"[35, 14]",30000000.0,191502426.0,102,5174,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
812,8367,Robin Hood: Prince of Thieves,6.853,1991,6,"[28, 12, 18]",48000000.0,390493908.0,143,8300,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
813,11187,Child's Play 3,5.877,1991,8,"[27, 53]",13000000.0,20560255.0,90,28976,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
814,1089,Point Break,7.1,1991,1,"[28, 53, 80]",24000000.0,83531958.0,122,14392,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
815,9594,Double Impact,6.102,1991,7,"[53, 28, 80, 18]",15000000.0,30102717.0,110,16590,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
816,9595,Hot Shots!,6.567,1991,7,"[28, 35, 10752]",26000000.0,181096164.0,84,12936,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
817,11284,Freddy's Dead: The Final Nightmare,5.3,1991,9,"[27, 53]",5000000.0,34900000.0,89,56891,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
818,650,Boyz n the Hood,7.62,1991,7,"[80, 18]",6500000.0,57504069.0,112,6482,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
819,10975,Operation Condor,7.353,1991,2,"[28, 12, 80, 53]",15000000.0,24100000.0,106,18897,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
820,37137,The Naked Gun 2½: The Smell of Fear,6.791,1991,6,"[35, 80]",23000000.0,192000000.0,85,12987,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
821,2924,Backdraft,6.6,1991,5,"[18, 53, 28, 80]",75000000.0,152368585.0,137,6159,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
822,9319,The Last Boy Scout,6.808,1991,12,"[28, 53]",29000000.0,59500000.0,105,893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
823,1633,Fried Green Tomatoes,7.699,1991,12,"[18, 35]",11000000.0,119400000.0,130,18250,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
824,879,Hook,6.832,1991,4,"[12, 14, 35, 10751]",70000000.0,300900000.0,141,488,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
825,1598,Cape Fear,7.264,1991,11,"[80, 53]",35000000.0,182300000.0,128,1032,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
826,820,JFK,7.6,1991,12,"[18, 53, 36]",40000000.0,205405498.0,189,1152,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
827,1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,6.1,1991,3,"[878, 12, 28, 35, 10751]",25000000.0,78656813.0,88,59649,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
828,13888,Return to the Blue Lagoon,6.231,1991,8,"[12, 18]",11000000.0,2807854.0,98,83467,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
829,10380,An American Tail: Fievel Goes West,6.3,1991,11,"[35, 12, 10751, 37, 16]",,40766041.0,75,21879,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
830,15080,Only Yesterday,7.349,1991,7,"[16, 18, 10749]",,473110.0,119,628,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
831,174,Star Trek VI: The Undiscovered Country,7.008,1991,12,"[878, 28, 12, 53]",27000000.0,96900000.0,109,1788,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
832,9292,Hudson Hawk,5.7,1991,5,"[28, 12, 35]",65000000.0,17218080.0,100,7145,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,1406,City Slickers,6.4,1991,6,"[35, 37]",27000000.0,179033791.0,114,33485,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
834,8010,Highlander II: The Quickening,4.738,1991,1,"[14, 28, 12, 878]",34000000.0,15600000.0,90,52968,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
835,10537,The Doors,7.122,1991,3,"[10402, 18, 36]",38000000.0,34416893.0,140,1152,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
836,7442,Sleeping with the Enemy,6.489,1991,1,"[18, 80, 53]",19000000.0,175000000.0,99,52629,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
837,1649,Bill & Ted's Bogus Journey,6.314,1991,7,"[12, 35, 878]",20000000.0,38000000.0,93,18357,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
838,468,My Own Private Idaho,7.057,1991,2,"[18, 35]",2500000.0,6400000.0,104,5216,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
839,16270,Career Opportunities,6.892,1991,3,"[10749, 35]",6000000.0,11336986.0,83,122583,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
840,290,Barton Fink,7.5,1991,8,"[35, 18]",9000000.0,6153939.0,117,1223,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
841,12227,White Fang,6.717,1991,1,"[28, 12, 18, 10751]",14000000.0,34793160.0,107,8876,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
842,4032,My Girl,7.369,1991,11,"[35, 18]",17000000.0,59490000.0,103,34611,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
843,1600,The Double Life of Véronique,7.497,1991,5,"[18, 10749, 9648, 14]",,1999955.0,98,1126,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
844,11894,Curly Sue,6.433,1991,10,"[35, 18, 10751, 10749]",25000000.0,33691313.0,101,11505,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
845,11846,Father of the Bride,6.459,1991,12,"[35, 10749]",20000000.0,89325780.0,105,56106,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
846,28597,Problem Child 2,5.839,1991,7,"[35, 10751]",15000000.0,32704700.0,90,13581,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
847,177,The Fisher King,7.281,1991,9,"[35, 18]",24000000.0,41895491.0,138,280,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
848,11821,Doc Hollywood,6.353,1991,8,"[35, 10749]",20000000.0,54830779.0,104,30365,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
849,2742,Naked Lunch,7.026,1991,12,"[80, 18]",16000000.0,2641357.0,115,224,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
850,13122,The People Under the Stairs,6.548,1991,11,"[27, 35]",6000000.0,31400000.0,103,5140,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
851,10404,Raise the Red Lantern,7.928,1991,12,[18],1000000.0,16600000.0,125,607,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
852,11663,The Commitments,7.269,1991,8,"[35, 18, 10402]",12000000.0,14919570.0,118,9168,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
853,10249,The Rocketeer,6.485,1991,6,"[28, 12, 878, 10751]",42000000.0,46704056.0,108,4945,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
854,11364,Regarding Henry,6.553,1991,7,"[10749, 18]",25000000.0,43001500.0,108,5342,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
855,3784,Frankie and Johnny,6.7,1991,10,"[18, 10749, 35]",29000000.0,22773535.0,118,1201,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
856,10276,What About Bob?,6.858,1991,5,[35],35000000.0,63710000.0,100,7908,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,892,Delicatessen,7.316,1991,4,"[35, 878, 14]",4000000.0,1794187.0,99,2419,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
858,274,The Silence of the Lambs,8.348,1991,2,"[80, 18, 53]",19000000.0,272742922.0,119,16294,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
859,12776,Johnny Stecchino,7.341,1991,10,[35],,626057.0,115,4818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,339,Night on Earth,7.534,1991,12,"[35, 18]",3500000.0,2015810.0,128,4429,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
861,38251,Mediterraneo,7.62,1991,1,"[35, 10749, 10752]",,4532791.0,96,55916,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
862,772,Home Alone 2: Lost in New York,6.733,1992,11,"[35, 10751, 12]",18000000.0,358994850.0,120,10965,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
863,812,Aladdin,7.652,1992,11,"[16, 10751, 12, 14, 10749]",28000000.0,504050219.0,95,15810,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
864,2322,Sneakers,6.905,1992,9,"[35, 80, 18]",23000000.0,105232691.0,126,23968,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
865,11259,Far and Away,6.758,1992,5,"[12, 18, 10749, 37]",60000000.0,137783840.0,140,6159,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
866,364,Batman Returns,6.921,1992,6,"[28, 14]",80000000.0,280000000.0,126,510,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
867,10995,The Lover,7.005,1992,1,"[18, 10749]",,5013090.0,115,2352,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
868,500,Reservoir Dogs,8.129,1992,9,"[80, 53]",1200000.0,2859750.0,99,138,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
869,11621,Porco Rosso,7.79,1992,7,"[10751, 35, 16, 12]",,,93,608,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
870,33,Unforgiven,7.915,1992,8,[37],14400000.0,159157447.0,130,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
871,9374,Death Becomes Her,6.756,1992,7,"[35, 14, 27]",55000000.0,149000000.0,104,24,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
872,402,Basic Instinct,6.897,1992,3,"[53, 9648]",49000000.0,352927224.0,128,10491,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
873,6114,Bram Stoker's Dracula,7.456,1992,11,"[10749, 27]",40000000.0,215900000.0,127,1776,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
874,881,A Few Good Men,7.531,1992,12,[18],40000000.0,243240178.0,138,3026,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
875,8077,Alien³,6.357,1992,5,"[878, 28, 27]",50000000.0,159773545.0,114,7467,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
876,9869,Patriot Games,6.681,1992,6,"[18, 28, 53, 80]",45000000.0,178100000.0,117,13015,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
877,9475,Scent of a Woman,7.781,1992,12,"[18, 10749]",31000000.0,134100000.0,156,769,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
878,766,Army of Darkness,7.257,1992,10,"[14, 27, 35]",11000000.0,21502976.0,81,7623,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
879,11806,Beethoven,5.786,1992,4,"[10751, 35]",,147214049.0,87,13581,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
880,22582,Tom and Jerry: The Movie,6.276,1992,10,"[10751, 16, 35]",35.0,3560469.0,84,78615,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
881,943,Lethal Weapon 3,6.706,1992,5,"[12, 28, 35, 53, 80]",35000000.0,321700000.0,118,7187,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
882,9361,The Last of the Mohicans,7.385,1992,8,"[28, 12, 18, 36, 10749, 10752]",40000000.0,75505856.0,112,638,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
883,619,The Bodyguard,6.682,1992,11,"[28, 18, 10749]",25000000.0,411006740.0,129,8843,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
884,9609,Of Mice and Men,7.26,1992,9,"[18, 37]",,5500000.0,110,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
885,11782,Hard Boiled,7.536,1992,4,"[28, 53, 80]",4500000.0,,126,11401,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
886,11569,Hellraiser III: Hell on Earth,5.639,1992,9,"[27, 53]",5000000.0,12534961.0,97,48965,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
887,9529,Candyman,6.611,1992,10,"[18, 27, 53]",6000000.0,25792310.0,100,57851,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
888,9349,Universal Soldier,6.282,1992,7,"[53, 28, 878, 80]",23000000.0,95000000.0,102,6046,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
889,8845,Under Siege,6.267,1992,10,"[28, 53]",35000000.0,156563139.0,102,12989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
890,1883,Malcolm X,7.529,1992,11,"[18, 36]",34000000.0,48169908.0,202,5281,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
891,2005,Sister Act,6.826,1992,5,"[10402, 35]",31000000.0,231605150.0,100,716,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
892,10538,Passenger 57,5.959,1992,11,"[28, 12, 53]",15000000.0,44065653.0,84,40230,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
893,1923,Twin Peaks: Fire Walk with Me,7.4,1992,6,"[18, 9648, 27]",10000000.0,4232034.0,135,5602,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
894,11087,The Hand that Rocks the Cradle,6.859,1992,1,"[18, 53]",11700000.0,88036683.0,110,323,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
895,10377,My Cousin Vinny,7.49,1992,3,[35],11000000.0,64088552.0,120,21217,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,293,A River Runs Through It,7.045,1992,10,"[18, 10751]",12000000.0,43440294.0,123,4135,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
897,11287,A League of Their Own,7.174,1992,7,"[35, 18]",40000000.0,132440069.0,128,14911,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
898,9876,Stop! Or My Mom Will Shoot,5.303,1992,2,"[28, 35]",45000000.0,70611210.0,87,1724,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,10414,The Mighty Ducks,6.546,1992,10,"[35, 10751, 18]",10000000.0,50752337.0,101,18356,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
900,10497,Bitter Moon,7.112,1992,9,"[53, 18, 10749]",5000000.0,1862805.0,139,3556,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
901,10158,White Men Can't Jump,6.622,1992,3,"[35, 18]",31000000.0,90753806.0,115,4037,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
902,10406,Encino Man,5.779,1992,5,[35],7000000.0,40700000.0,88,56911,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,1492,1492: Conquest of Paradise,6.233,1992,10,"[28, 12, 18, 36]",47000000.0,7191399.0,154,578,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
904,11066,Boomerang,5.664,1992,6,"[35, 10749]",40000000.0,70100000.0,117,68215,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
905,10206,Buffy the Vampire Slayer,5.607,1992,7,"[28, 35, 27]",7000000.0,16624456.0,86,64170,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
906,763,Braindead,7.403,1992,8,"[27, 35]",3000000.0,242623.0,103,108,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
907,11158,"Honey, I Blew Up the Kid",5.252,1992,7,"[12, 35, 10751, 878]",40000000.0,58662452.0,89,8876,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
908,12143,Bad Lieutenant,7.0,1992,11,"[80, 18]",1000000.0,2019469.0,96,39104,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
909,10437,The Muppet Christmas Carol,7.383,1992,12,"[10402, 35, 10751, 14, 18]",12000000.0,27300000.0,86,65298,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
910,11386,The Crying Game,6.857,1992,9,"[80, 18, 53]",3705538.0,62548947.0,112,17016,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
911,13225,FernGully: The Last Rainforest,6.335,1992,4,"[10751, 14, 16, 12]",24000000.0,32710894.0,76,74300,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
912,9504,Glengarry Glen Ross,7.4,1992,9,"[80, 18, 9648]",12500000.0,10725228.0,100,15890,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
913,14239,Cool World,5.516,1992,7,"[16, 35, 14]",30000000.0,14100000.0,102,16384,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
914,10163,The Lawnmower Man,5.554,1992,3,"[878, 27]",10000000.0,32100816.0,108,57090,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
915,10326,Forever Young,6.5,1992,12,"[12, 14, 18, 878, 10749]",20000000.0,128000000.0,102,58712,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
916,10403,The Player,7.197,1992,4,"[9648, 18, 35, 80]",8000000.0,21706101.0,124,9789,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
917,10086,Man Bites Dog,7.219,1992,8,"[35, 80]",33000.0,205569.0,96,47820,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
918,9605,Single White Female,6.2,1992,8,[53],16000000.0,48017402.0,107,23393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
919,10435,Chaplin,7.439,1992,12,[18],31000000.0,9493259.0,143,4786,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
920,8872,Wayne's World,6.704,1992,2,"[35, 10402]",20000000.0,183097323.0,95,58448,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
921,12088,Fortress,6.065,1992,12,"[28, 53, 878]",8000000.0,6739141.0,95,27991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
922,11597,Toys,5.246,1992,12,"[10751, 14, 35, 878]",50000000.0,23278931.0,118,8246,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
923,2687,Memoirs of an Invisible Man,5.886,1992,2,"[878, 35, 10749]",40000000.0,14358033.0,99,11770,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
924,14002,Baraka,8.232,1992,9,[99],4000000.0,,97,68994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
925,424,Schindler's List,8.565,1993,12,"[18, 36, 10752]",22000000.0,321365567.0,195,488,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
926,11969,Tombstone,7.599,1993,12,"[37, 28]",25000000.0,56500000.0,130,16566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
927,34433,Dragon Ball Z: Broly – The Legendary Super Saiyan,7.209,1993,3,"[16, 878, 28]",,21658982.0,70,81853,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
928,9479,The Nightmare Before Christmas,7.838,1993,10,"[14, 16, 10751]",24000000.0,75634409.0,76,57646,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
929,2758,Addams Family Values,6.963,1993,11,"[35, 10751, 14]",47000000.0,48919043.0,94,5174,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
930,1607,A Bronx Tale,7.9,1993,10,"[18, 80]",22000000.0,17287898.0,121,380,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
931,7305,Alive,6.884,1993,1,"[12, 18, 36]",32000000.0,36700000.0,127,664,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
932,319,True Romance,7.5,1993,9,"[28, 80, 10749]",12500000.0,12600000.0,120,893,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
933,9702,Bound by Honor,8.101,1993,2,"[80, 28, 18, 53]",35000000.0,4500000.0,190,18596,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
934,37233,The Firm,6.737,1993,6,"[18, 9648, 53]",42000000.0,270248367.0,154,2226,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
935,10439,Hocus Pocus,7.053,1993,7,"[14, 35, 10751]",28000000.0,50800000.0,96,65310,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
936,37094,Falling Down,7.4,1993,2,"[80, 18, 53]",25000000.0,40903593.0,113,5572,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
937,9739,Demolition Man,6.709,1993,10,"[80, 28, 878]",57000000.0,58055768.0,115,58838,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
938,137,Groundhog Day,7.608,1993,2,"[10749, 14, 18, 35]",14600000.0,71100000.0,101,1524,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
939,10285,Jason Goes to Hell: The Final Friday,4.542,1993,8,"[27, 53]",3000000.0,15900000.0,88,64743,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
940,10057,The Three Musketeers,6.384,1993,11,"[28, 12, 35]",30000000.0,53898845.0,105,18356,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,1587,What's Eating Gilbert Grape,7.672,1993,12,"[10749, 18]",11000000.0,10000000.0,118,5306,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
942,9593,Last Action Hero,6.4,1993,6,"[12, 14, 28, 35, 10751]",85000000.0,137300000.0,131,1090,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
943,329,Jurassic Park,7.947,1993,6,"[12, 878]",63000000.0,920100000.0,127,488,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
944,11101,Stalingrad,7.3,1993,1,"[18, 36, 10752]",,152972.0,134,14614,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
945,9255,Hot Shots! Part Deux,6.5,1993,5,"[28, 35, 10752]",25000000.0,133752825.0,86,12936,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
946,4478,Indecent Proposal,6.33,1993,4,"[10749, 18]",38000000.0,266614059.0,117,7270,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
947,11687,The Visitors,7.135,1993,1,"[14, 35]",,,107,64909,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
